title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price,price_per_mile,m_mile
Nissan Serena Highway Star Automatic 2019,Nissan,Serena,Highway Star,2019,Automatic,49," 261,132,653 "," 215,000,000 "," 238,066,327 ",465000000," 4,831.99 ",51738.5102
Honda Jazz RS Automatic 2017,Honda,Jazz,RS,2017,Automatic,41," 204,243,903 "," 162,000,000 "," 183,121,951 ",272500000," 1,704.58 ",64825.39024
Toyota Avanza E Automatic 2021,Toyota,Avanza,E,2021,Automatic,131," 158,610,687 "," 148,000,000 "," 153,305,344 ",207800000," 1,150.89 ",51959.61069
Wuling Almaz RS Pro Automatic 2021,Wuling,Almaz,RS Pro,2021,Automatic,47," 203,446,809 "," 169,000,000 "," 186,223,404 ",395800000," 4,816.76 ",47085.55319
KIA Sonet Premiere Automatic 2021,KIA,Sonet,Premiere,2021,Automatic,40," 208,175,000 "," 185,000,000 "," 196,587,500 ",289000000," 2,547.70 ",40821.075
Toyota Camry V Automatic 2020,Toyota,Camry,V,2020,Automatic,44," 358,897,727 "," 300,000,000 "," 329,448,864 ",641450000," 6,517.92 ",52386.36364
Daihatsu Ayla X Automatic 2022,Daihatsu,Ayla,X,2022,Automatic,42," 123,047,619 "," 107,000,000 "," 115,023,810 ",138300000, 944.20 ,33149.90476
Mitsubishi Pajero Sport Dakar 4X2 Automatic 2019,Mitsubishi,Pajero Sport,Dakar 4X2,2019,Automatic,76," 401,730,263 "," 300,000,000 "," 350,865,132 ",534500000," 4,000.10 ",58623.51316
Toyota Alphard G Automatic 2012,Toyota,Alphard,G,2012,Automatic,50," 257,500,000 "," 194,000,000 "," 225,750,000 "," 795,000,000 "," 6,827.99 ",88020
Suzuki Ertiga Hybrid GX Automatic 2023,Suzuki,Ertiga,Hybrid GX,2023,Automatic,45," 251,622,222 "," 173,000,000 "," 212,311,111 ",284700000," 4,592.30 ",24323.33333
Honda BR-V Prestige Automatic 2022,Honda,BR-V,Prestige,2022,Automatic,107," 232,051,402 "," 200,500,000 "," 216,275,701 ",330600000," 3,963.49 ",32824.57009
Honda Brio Satya E Automatic 2019,Honda,Brio,Satya E,2019,Automatic,75," 147,133,333 "," 127,000,000 "," 137,066,667 ",152000000, 556.35 ,44935.70667
Mitsubishi Xpander Ultimate Automatic 2020,Mitsubishi,Xpander,Ultimate,2020,Automatic,123," 212,077,236 "," 180,000,000 "," 196,038,618 ",272100000," 1,452.72 ",63398.42276
Toyota Avanza G TSS Automatic 2021,Toyota,Avanza,G TSS,2021,Automatic,77," 201,155,844 "," 185,000,000 "," 193,077,922 ",264400000," 2,032.84 ",39058.61039
Honda BR-V E Prestige Automatic 2016,Honda,BR-V,E Prestige,2016,Automatic,42," 165,928,571 "," 129,000,000 "," 147,464,286 "," 256,500,000 "," 1,517.22 ",84035.47619
Toyota Calya G Automatic 2020,Toyota,Calya,G,2020,Automatic,109," 128,862,385 "," 101,000,000 "," 114,931,193 ",158400000, 907.49 ,63251.53211
Mitsubishi Xpander Ultimate Automatic 2018,Mitsubishi,Xpander,Ultimate,2018,Automatic,110," 197,677,273 "," 165,000,000 "," 181,338,636 ",255900000," 1,273.40 ",71383.51818
Suzuki Ertiga GX Automatic 2022,Suzuki,Ertiga,GX,2022,Automatic,61," 192,852,459 "," 185,000,000 "," 188,926,230 ",270300000," 1,524.78 ",55942.62295
Toyota Avanza G Automatic 2019,Toyota,Avanza,G,2019,Automatic,58," 156,551,724 "," 145,000,000 "," 150,775,862 ",218650000, 918.35 ,80198.60345
Nissan Serena Highway Star Automatic 2013,Nissan,Serena,Highway Star,2013,Automatic,46," 137,500,000 "," 120,000,000 "," 128,750,000 "," 375,000,000 "," 2,275.68 ",112054.3478
Toyota Calya G Automatic 2023,Toyota,Calya,G,2023,Automatic,83," 145,831,325 "," 132,000,000 "," 138,915,663 ",184400000," 2,414.18 ",21705.06024
Toyota Avanza G Automatic 2022,Toyota,Avanza,G,2022,Automatic,64," 201,585,938 "," 175,000,000 "," 188,292,969 ",253100000," 2,696.19 ",28966.76563
Honda Jazz RS Automatic 2016,Honda,Jazz,RS,2016,Automatic,42," 184,833,333 "," 165,000,000 "," 174,916,667 "," 262,500,000 "," 1,266.41 ",76989.28571
Toyota Calya G Automatic 2019,Toyota,Calya,G,2019,Automatic,76," 121,743,421 "," 110,000,000 "," 115,871,711 ",154900000, 625.13 ,71824.65789
Honda HR-V E Special Edition Automatic 2021,Honda,HR-V,E Special Edition,2021,Automatic,45," 250,444,444 "," 190,000,000 "," 220,222,222 ",352000000," 3,782.37 ",42830.33333
Mitsubishi Pajero Sport Dakar 4x2 Automatic 2023,Mitsubishi,Pajero Sport,Dakar 4x2,2023,Automatic,49," 519,224,490 "," 445,000,000 "," 482,112,245 ",611200000," 6,394.82 ",25989.79592
Toyota Fortuner VRZ 4X2 Automatic 2019,Toyota,Fortuner,VRZ 4X2,2019,Automatic,43," 386,813,953 "," 343,000,000 "," 364,906,977 ",516700000," 2,465.31 ",70457.7907
Daihatsu Sigra R Automatic 2024,Daihatsu,Sigra,R,2024,Automatic,83," 139,584,337 "," 122,000,000 "," 130,792,169 ",177300000," 3,040.34 ",18188.77108
Toyota Kijang Innova Zenix Q HV TSS Modellista (Non Premium Color) Automatic 2023,Toyota,Kijang Innova Zenix,Q HV TSS Modellista (Non Premium Color),2023,Automatic,53," 517,660,377 "," 444,000,000 "," 480,830,189 ",611000000," 7,552.74 ",22111.18868
Honda Brio Satya E Automatic 2021,Honda,Brio,Satya E,2021,Automatic,41," 150,500,000 "," 120,000,000 "," 135,250,000 ",173700000," 1,651.94 ",32507.31707
Toyota Calya G Manual 2021,Toyota,Calya,G,2021,Manual,45," 127,100,000 "," 112,000,000 "," 119,550,000 ",153200000, 971.37 ,42414.22222
Toyota Calya G Automatic 2021,Toyota,Calya,G,2021,Automatic,60," 131,216,667 "," 110,000,000 "," 120,608,333 ",165800000," 1,190.37 ",46876.33333
Toyota Agya G Automatic 2024,Toyota,Agya,G,2024,Automatic,65," 155,838,462 "," 146,500,000 "," 151,169,231 ",181500000," 2,504.40 ",13975.38462
Toyota Avanza G Manual 2019,Toyota,Avanza,G,2019,Manual,73," 161,321,918 "," 145,000,000 "," 153,160,959 ",208950000," 1,004.59 ",63657.53425
Honda Brio RS Automatic 2022,Honda,Brio,RS,2022,Automatic,63," 173,555,556 "," 150,000,000 "," 161,777,778 ",225100000," 2,807.43 ",26750.44444
Toyota Kijang Innova V Automatic 2021,Toyota,Kijang Innova,V,2021,Automatic,73," 397,726,027 "," 287,000,000 "," 342,363,014 ",426000000," 3,316.96 ",41905.87671
Mitsubishi Pajero Sport Dakar 4X2 Automatic 2018,Mitsubishi,Pajero Sport,Dakar 4X2,2018,Automatic,47," 384,617,021 "," 320,000,000 "," 352,308,511 ",522000000," 2,530.38 ",79829.78723
Toyota Calya G Manual 2017,Toyota,Calya,G,2017,Manual,40," 106,150,000 "," 90,000,000 "," 98,075,000 ",138000000, 624.54 ,76856.75
Toyota Corolla Altis V Automatic 2020,Toyota,Corolla Altis,V,2020,Automatic,67," 273,582,090 "," 235,000,000 "," 254,291,045 ",486350000," 4,569.01 ",55011.86567
Honda Mobilio E Automatic 2019,Honda,Mobilio,E,2019,Automatic,67," 159,768,657 "," 140,000,000 "," 149,884,328 ",228900000," 1,208.17 ",73582.08955
Toyota Avanza E Manual 2019,Toyota,Avanza,E,2019,Manual,93," 139,989,247 "," 131,000,000 "," 135,494,624 ",188600000, 651.36 ,88430.10753
Toyota Fortuner VRZ 4X2 Automatic 2020,Toyota,Fortuner,VRZ 4X2,2020,Automatic,46," 403,217,391 "," 365,000,000 "," 384,108,696 ",527900000," 2,845.52 ",57247.80435
Nissan Livina VL Automatic 2019,Nissan,Livina,VL,2019,Automatic,77," 181,961,039 "," 162,000,000 "," 171,980,520 ",261900000," 1,719.25 ",58106.63636
Toyota Avanza E Automatic 2019,Toyota,Avanza,E,2019,Automatic,40," 143,300,000 "," 118,000,000 "," 130,650,000 ",199800000," 1,030.55 ",79375
Chery Omoda 5 RZ Automatic 2023,Chery,Omoda 5,RZ,2023,Automatic,85," 276,082,353 "," 225,000,000 "," 250,541,176 ",399800000," 10,933.04 ",15988.23529
Toyota Agya GR Sport Automatic 2023,Toyota,Agya,GR Sport,2023,Automatic,87," 189,747,126 "," 137,000,000 "," 163,373,563 ",237500000," 4,956.30 ",20277.24138
Suzuki XL7 Zeta Automatic 2024,Suzuki,XL7,Zeta,2024,Automatic,51," 209,205,882 "," 198,000,000 "," 203,602,941 ",269400000," 2,536.86 ",28144.98039
Honda BR-V E Automatic 2023,Honda,BR-V,E,2023,Automatic,44," 226,034,091 "," 199,500,000 "," 212,767,045 ",312000000," 4,593.97 ",24488.63636
Toyota Avanza Veloz Manual 2021,Toyota,Avanza,Veloz,2021,Manual,104," 181,879,808 "," 148,000,000 "," 164,939,904 ",215000000," 1,164.93 ",57514.42308
Lexus RX 350h Luxury Automatic 2023,Lexus,RX 350h,Luxury,2023,Automatic,43," 1,437,441,860 "," 1,230,000,000 "," 1,333,720,930 ",1730000000," 45,092.28 ",11088.37209
Toyota Calya G Automatic 2024,Toyota,Calya,G,2024,Automatic,70," 152,371,429 "," 122,000,000 "," 137,185,714 ",187400000," 3,719.28 ",17584.05714
Toyota Raize GR Sport TSS (2 Tone) Automatic 2022,Toyota,Raize,GR Sport TSS (2 Tone),2022,Automatic,41," 211,402,439 "," 190,000,000 "," 200,701,220 ",301900000," 3,636.86 ",30768.29268
Daihatsu Sigra M Manual 2023,Daihatsu,Sigra,M,2023,Manual,70," 115,092,857 "," 97,500,000 "," 106,296,429 ",145600000," 3,256.29 ",14771.42857
Mitsubishi Pajero Sport Dakar 4X2 Automatic 2020,Mitsubishi,Pajero Sport,Dakar 4X2,2020,Automatic,41," 414,134,146 "," 375,000,000 "," 394,567,073 ",549500000," 2,554.27 ",68317.07317
Toyota Kijang Innova V Automatic 2020,Toyota,Kijang Innova,V,2020,Automatic,79," 308,436,709 "," 267,000,000 "," 287,718,354 ",405850000," 2,351.09 ",59057.82278
Toyota Kijang Innova G Manual 2019,Toyota,Kijang Innova,G,2019,Manual,40," 252,775,000 "," 228,000,000 "," 240,387,500 ",328050000," 1,506.08 ",66430.675
Daihatsu Sigra X Manual 2019,Daihatsu,Sigra,X,2019,Manual,130," 100,276,923 "," 92,000,000 "," 96,138,462 ",126900000, 828.68 ,42115.38462
Mazda Biante SKYACTIV-G Automatic 2015,Mazda,Biante,SKYACTIV-G,2015,Automatic,27," 156,037,037 "," 140,000,000 "," 148,018,519 "," 425,000,000 "," 3,154.33 ",90351.85185
Toyota Yaris TRD Sportivo Automatic 2019,Toyota,Yaris,TRD Sportivo,2019,Automatic,37,191054054.1,161000000,176027027,275850000," 2,217.56 ",51791.27027
Honda Civic ES Automatic 2017,Honda,Civic,ES,2017,Automatic,27,291925925.9,259000000,275462963,483000000," 3,223.88 ",69481.48148
Honda Jazz RS Automatic 2013,Honda,Jazz,RS,2013,Automatic,33," 149,363,636 "," 127,000,000 "," 138,181,818 "," 231,000,000 "," 1,130.99 ",91954.54545
Wuling Air EV Long Range Automatic 2022,Wuling,Air EV,Long Range,2022,Automatic,27,152811111.1,133000000,142905555.6,295000000," 7,909.58 ",20481.48148
Mercedes-Benz GLA200 AMG Line Automatic 2021,Mercedes-Benz,GLA200,AMG Line,2021,Automatic,24,553791666.7,510000000,531895833.3,865000000," 13,281.37 ",26729.16667
Honda Brio RS Automatic 2019,Honda,Brio,RS,2019,Automatic,36,161527777.8,139000000,150263888.9,189600000, 942.25 ,53701.02778
Honda Freed E Automatic 2013,Honda,Freed,E,2013,Automatic,35," 158,471,457 "," 124,500,000 "," 141,485,729 "," 262,500,000 "," 1,329.47 ",103800.4857
Honda HR-V E Special Edition Automatic 2018,Honda,HR-V,E Special Edition,2018,Automatic,35,222685714.3,184000000,203342857.1,332600000," 2,303.05 ",64523.17143
Toyota Kijang Innova Zenix V HV Modellista (Premium Color) Automatic 2024,Toyota,Kijang Innova Zenix,V HV Modellista (Premium Color),2024,Automatic,31,469548387.1,439000000,454274193.5,545600000," 6,589.43 ",16177.41935
Honda Jazz RS Automatic 2018,Honda,Jazz,RS,2018,Automatic,38,218631578.9,180000000,199315789.5,272500000," 1,556.72 ",59419.63158
Mercedes-Benz GLC200 Night Edition AMG Line Automatic 2022,Mercedes-Benz,GLC200,Night Edition AMG Line,2022,Automatic,37,826216216.2,699000000,762608108.1,1050000000," 20,387.76 ",17216.21622
Toyota Sienta Q Automatic 2016,Toyota,Sienta,Q,2016,Automatic,33," 171,621,212 "," 146,000,000 "," 158,810,606 "," 295,000,000 "," 1,757.64 ",84772.72727
Mercedes-Benz GLE450 AMG Line 4MATIC CKD Automatic 2021,Mercedes-Benz,GLE450,AMG Line 4MATIC CKD,2021,Automatic,30,1247600019,895000000,1071300009,1790000000," 35,190.04 ",25433.33333
Toyota Vellfire G Automatic 2018,Toyota,Vellfire,G,2018,Automatic,31,681806451.6,599000000,640403225.8,1099600000," 9,787.83 ",51145.16129
Mercedes-Benz C300 AMG Line Automatic 2022,Mercedes-Benz,C300,AMG Line,2022,Automatic,35,847028571.4,777000000,812014285.7,970000000," 24,788.99 ",7785.714286
Toyota Vellfire G Automatic 2019,Toyota,Vellfire,G,2019,Automatic,28,722321428.6,515000000,618660714.3,1157700000," 10,070.29 ",63821.42857
Hyundai Palisade Signature Automatic 2021,Hyundai,Palisade,Signature,2021,Automatic,39,604530769.2,550000000,577265384.6,888000000," 7,054.86 ",47910.25641
Mercedes-Benz GLC250 Exclusive 4MATIC Automatic 2016,Mercedes-Benz,GLC250,Exclusive 4MATIC,2016,Automatic,24," 380,333,333 "," 352,000,000 "," 366,166,667 "," 1,009,000,000 "," 17,736.82 ",37041.58333
BMW X1 sDrive18i xLine Automatic 2021,BMW,X1,sDrive18i xLine,2021,Automatic,33,491909090.9,395000000,443454545.5,760000000," 15,160.48 ",24075.75758
BMW X1 sDrive18i xLine Automatic 2020,BMW,X1,sDrive18i xLine,2020,Automatic,27,429444444.4,345000000,387222222.2,739000000," 13,779.79 ",28592.59259
Lexus RX 200t F Sport Automatic 2017,Lexus,RX 200t,F Sport,2017,Automatic,38,655026315.8,555000000,605013157.9,1340000000," 13,299.15 ",59026.31579
Volkswagen Tiguan TSI Allspace Automatic 2021,Volkswagen,Tiguan,TSI Allspace,2021,Automatic,39,358820512.8,305000000,331910256.4,605000000," 12,648.65 ",23717.94872
Volkswagen Tiguan TSI Allspace Automatic 2020,Volkswagen,Tiguan,TSI Allspace,2020,Automatic,28,321964285.7,298000000,309982142.9,595000000," 7,250.22 ",40964.28571
Honda Brio RS Automatic 2017,Honda,Brio,RS,2017,Automatic,35,131000000,107000000,119000000,174700000, 874.35 ,77428.57143
Daihatsu Sigra R Manual 2023,Daihatsu,Sigra,R,2023,Manual,32,132781250.3,115000000,123890625.1,160900000," 1,840.36 ",24940.78125
Lexus RX 300 Luxury Automatic 2019,Lexus,RX 300,Luxury,2019,Automatic,33,753969697,550000000,651984848.5,1405000000," 16,049.49 ",53272.72727
Toyota Fortuner VRZ GR SPORT 4X2 Automatic 2021,Toyota,Fortuner,VRZ GR SPORT 4X2,2021,Automatic,34,462544117.6,418000000,440272058.8,561000000," 3,117.67 ",45867.64706
Toyota Avanza G Automatic 2018,Toyota,Avanza,G,2018,Automatic,25,146420000,127000000,136710000,219100000," 1,248.31 ",73780
Wuling Binguo EV 410 Premium Range AC/DC Automatic 2024,Wuling,Binguo EV,410 Premium Range AC/DC,2024,Automatic,32,239312500,221000000,230156250,372000000," 16,777.78 ",9000
Honda HR-V Prestige Automatic 2016,Honda,HR-V,Prestige,2016,Automatic,31," 227,000,000 "," 170,000,000 "," 198,500,000 "," 377,000,000 "," 2,562.19 ",80790.32258
Suzuki Ertiga Hybrid GX Automatic 2022,Suzuki,Ertiga,Hybrid GX,2022,Automatic,32,195812500,177000000,186406250,282300000," 3,780.68 ",27852.125
Honda HR-V Prestige Automatic 2018,Honda,HR-V,Prestige,2018,Automatic,24,243937500,219000000,231468750,399000000," 3,271.49 ",55020.83333
Honda HR-V Prestige Automatic 2017,Honda,HR-V,Prestige,2017,Automatic,35,230028571.7,190000000,210014285.8,377000000," 2,464.23 ",75885.71429
Wuling Air EV Long Range Automatic 2023,Wuling,Air EV,Long Range,2023,Automatic,39,157705128.2,125000000,141352564.1,299500000," 9,104.35 ",19166.66667
Daihatsu Ayla R Automatic 2022,Daihatsu,Ayla,R,2022,Automatic,25,129120000,122000000,125560000,161050000," 1,410.66 ",27682.08
Honda Brio RS Automatic 2018,Honda,Brio,RS,2018,Automatic,27,145259259.3,125000000,135129629.6,180000000, 856.49 ,64215.48148
Toyota Yaris TRD Sportivo 3 AB Automatic 2021,Toyota,Yaris,TRD Sportivo 3 AB,2021,Automatic,23,208521739.1,195000000,201760869.5,294750000," 3,411.47 ",29239.6087
Toyota Avanza G Automatic 2012,Toyota,Avanza,G,2012,Automatic,29," 109,379,310 "," 92,000,000 "," 100,689,655 "," 172,900,000 ", 627.80 ,128862.069
Nissan Terra 4x2 VL Automatic 2018,Nissan,Terra,4x2 VL,2018,Automatic,23,313021739.1,283000000,298010869.6,490000000," 2,501.18 ",82760.86957
Toyota Rush GR Sport Automatic 2023,Toyota,Rush,GR Sport,2023,Automatic,35,237114285.7,175000000,206057142.9,306100000," 7,298.00 ",17963.82857
Toyota Rush TRD Sportivo Automatic 2018,Toyota,Rush,TRD Sportivo,2018,Automatic,35,198885714.3,178000000,188442857.1,261300000," 1,344.41 ",61960.48571
Toyota Rush TRD Sportivo Automatic 2021,Toyota,Rush,TRD Sportivo,2021,Automatic,39,215948717.9,187000000,201474359,279900000," 2,322.92 ",39992.71795
Toyota Yaris TRD Sportivo Automatic 2018,Toyota,Yaris,TRD Sportivo,2018,Automatic,35,192410000,170000000,181205000,274450000," 1,818.78 ",57428.57143
Toyota Rush GR Sport Automatic 2021,Toyota,Rush,GR Sport,2021,Automatic,32,219046875,200000000,209523437.5,268800000," 1,822.84 ",37743.375
Mazda CX-5 Elite Automatic 2018,Mazda,CX-5,Elite,2018,Automatic,33,306515151.5,275000000,290757575.8,548800000," 4,713.30 ",58090.90909
Honda HR-V E Special Edition Automatic 2020,Honda,HR-V,E Special Edition,2020,Automatic,31,234725806.5,195000000,214862903.2,344600000," 2,947.76 ",50750.32258
Toyota Raize GR Sport (2 Tone) Automatic 2023,Toyota,Raize,GR Sport (2 Tone),2023,Automatic,39,215089743.6,190000000,202544871.8,298300000," 5,143.88 ",21054.12821
Nissan Serena Highway Star Automatic 2014,Nissan,Serena,Highway Star,2014,Automatic,23," 132,652,174 "," 115,000,000 "," 123,826,087 "," 385,000,000 "," 2,694.73 ",100195.6522
BMW X1 sDrive18i xLine Automatic 2017,BMW,X1,sDrive18i xLine,2017,Automatic,31,424935483.9,239000000,331967741.9,679000000," 10,073.86 ",43677.41935
Toyota Alphard SC Automatic 2013,Toyota,Alphard,SC,2013,Automatic,29," 282,896,552 "," 245,000,000 "," 263,948,276 ",," 12,000.00 ",100413.7931
Toyota Fortuner VRZ TRD 4X2 Automatic 2018,Toyota,Fortuner,VRZ TRD 4X2,2018,Automatic,31,375225806.5,332000000,353612903.2,527900000," 2,480.03 ",78990.93548
BMW 218i Gran Coupe Sport Automatic 2022,BMW,218i,Gran Coupe Sport,2022,Automatic,30,524333333.3,283000000,403666666.7,780000000," 28,700.67 ",17316.66667
Lexus RX 200t Luxury Automatic 2016,Lexus,RX 200t,Luxury,2016,Automatic,31," 562,483,871 "," 465,000,000 "," 513,741,935 "," 1,255,000,000 "," 14,486.84 ",54532.25806
BMW 330i M Sport Automatic 2021,BMW,330i,M Sport,2021,Automatic,36,677611111.1,545000000,611305555.6,989000000," 23,946.07 ",18541.66667
Mazda CX-3 Sport Automatic 2023,Mazda,CX-3,Sport,2023,Automatic,25,292440000,266000000,279220000,379900000," 5,901.55 ",19300
Toyota Fortuner VRZ GR SPORT 4X2 Automatic 2022,Toyota,Fortuner,VRZ GR SPORT 4X2,2022,Automatic,24,474041666.7,442000000,458020833.3,602800000," 3,560.15 ",45166.66667
Daihatsu Ayla R Manual 2023,Daihatsu,Ayla,R,2023,Manual,25,131880000,124000000,127940000,152000000," 1,550.87 ",18054.4
Honda Jazz RS Automatic 2020,Honda,Jazz,RS,2020,Automatic,31,228859677.4,204000000,216429838.7,288000000," 1,319.89 ",63641.64516
Toyota Avanza G Manual 2017,Toyota,Avanza,G,2017,Manual,26,141269230.8,128000000,134634615.4,205700000," 1,007.83 ",77096.15385
Honda HR-V E Automatic 2019,Honda,HR-V,E,2019,Automatic,27,223555555.6,190000000,206777777.8,321000000," 2,240.10 ",58479.59259
BMW 520i Luxury Automatic 2018,BMW,520i,Luxury,2018,Automatic,30,452633333.3,382000000,417316666.7,1059000000," 22,100.11 ",30633.33333
Toyota Veloz Q Automatic 2024,Toyota,Veloz,Q,2024,Automatic,30,253500000,230000000,241750000,301700000," 4,484.05 ",15990
Mercedes-Benz GLC200 Night Edition AMG Automatic 2019,Mercedes-Benz,GLC200,Night Edition AMG,2019,Automatic,31,541193548.4,385000000,463096774.2,999000000," 16,157.89 ",38000
Honda CR-V Prestige Automatic 2015,Honda,CR-V,Prestige,2015,Automatic,28," 210,892,857 "," 183,000,000 "," 196,946,429 "," 453,500,000 "," 2,910.84 ",92928.57143
Mercedes-Benz C200 AMG Line Automatic 2017,Mercedes-Benz,C200,AMG Line,2017,Automatic,31,374677419.4,329000000,351838709.7,739000000," 8,944.41 ",45838.70968
Mercedes-Benz GLB200 Progressive Line Automatic 2021,Mercedes-Benz,GLB200,Progressive Line,2021,Automatic,37,584648648.6,515000000,549824324.3,865000000," 15,508.98 ",22567.56757
Honda Mobilio E Automatic 2014,Honda,Mobilio,E,2014,Automatic,36," 119,805,556 "," 95,000,000 "," 107,402,778 "," 189,500,000 ", 898.10 ,105222.2222
Toyota Camry V Automatic 2019,Toyota,Camry,V,2019,Automatic,33,330272727.5,275000000,302636363.8,649450000," 6,239.26 ",60015.15152
Hyundai Stargazer X Prime Automatic 2023,Hyundai,Stargazer X,Prime,2023,Automatic,38,253144736.8,233000000,243072368.4,335800000," 9,026.09 ",11389.21053
Honda CR-V Turbo Automatic 2018,Honda,CR-V,Turbo,2018,Automatic,26,297673076.9,247000000,272336538.5,472000000," 3,141.93 ",71612.03846
Daihatsu Ayla X Manual 2021,Daihatsu,Ayla,X,2021,Manual,33,104923520.9,94000000,99461760.45,128800000," 1,051.85 ",33084.42424
Honda Civic ES Automatic 2018,Honda,Civic,ES,2018,Automatic,31,315548387.1,279000000,297274193.5,486000000," 3,349.16 ",61806.45161
Toyota Raize GR Sport (1 Tone) Automatic 2023,Toyota,Raize,GR Sport (1 Tone),2023,Automatic,25,207400000,180000000,193700000,295900000," 4,317.65 ",26843.28
Honda Mobilio E Automatic 2017,Honda,Mobilio,E,2017,Automatic,26,142730769.2,122000000,132365384.6,221000000," 1,213.60 ",81575.38462
Daihatsu Terios R Automatic 2021,Daihatsu,Terios,R,2021,Automatic,35,205400000,189000000,197200000,243900000," 1,138.85 ",48206.31429
BMW X5 xDrive40i xLine Automatic 2021,BMW,X5,xDrive40i xLine,2021,Automatic,24,896999958.3,395000000,645999979.2,1630000000," 48,910.89 ",25250
Toyota Agya G Automatic 2016,Toyota,Agya,G,2016,Automatic,39," 99,230,769 "," 80,000,000 "," 89,615,385 "," 129,260,000 ", 608.64 ,80934.94872
Daihatsu Gran Max Blind Van AC Manual 2018,Daihatsu,Gran Max,Blind Van AC,2018,Manual,28,86571428.57,78000000,82285714.29,144375000, 868.46 ,76428.57143
